,transaction_id,customer_id,Preferred Cusine,age,dish,Qty,price_for_1,number_of_stayers,check_in_date,check_out_date,order_time,booked_through_points
2179,13225849,2270,Multi,49,Idli,2,75,1,2023-03-27 00:00:00,2023-03-31 19:20:06,2023-03-30 18:18:38,0
2180,14503018,2271,North Indian,31,Chocolate Cake,1,200,1,2023-10-19 00:00:00,2023-10-20 03:07:00,2023-10-19 15:46:01,1
2181,12540410,2272,North Indian,37,Idli,2,75,1,2023-12-02 00:00:00,2023-12-05 02:47:42,2023-12-02 23:01:23,0
2182,8744433,2273,Multi,25,South Indian Thali,2,500,2,2024-04-13 00:00:00,2024-04-15 22:55:33,2024-04-13 18:42:07,1
2183,7257620,2274,South Indian,24,Filter Coffee,3,80,3,2023-08-18 00:00:00,2023-08-20 08:17:33,2023-08-19 01:12:54,0
2184,1262243,2275,North Indian,26,Breakfast thali,3,500,3,2023-02-25 00:00:00,2023-02-28 03:51:54,2023-02-25 11:17:03,0
2185,6996132,2276,South Indian,20,Roti Curry,1,100,1,2023-02-27 00:00:00,2023-03-02 15:26:45,2023-03-01 08:28:05,0
2186,4536238,2277,North Indian,21,Roti Curry,1,100,2,2023-01-01 00:00:00,2023-01-05 23:25:48,2023-01-04 03:33:18,0
2187,15510075,2278,South Indian,34,Masala Chai,1,80,1,2024-10-19 00:00:00,2024-10-23 10:05:12,2024-10-21 06:46:51,0
2188,8284401,2279,North Indian,35,North Indian Thali,1,600,1,2024-08-04 00:00:00,2024-08-07 01:42:40,2024-08-05 06:22:50,1
2189,12082596,2280,Multi,23,Utthappam,1,150,1,2023-05-24 00:00:00,2023-05-28 07:23:17,2023-05-27 11:18:20,0
2190,8600522,2281,South Indian,50,Chinese Noodles,2,300,2,2023-07-14 00:00:00,2023-07-15 19:52:46,2023-07-14 15:22:00,0
2191,2063045,2282,North Indian,29,Idli,1,75,1,2024-08-18 00:00:00,2024-08-20 18:38:56,2024-08-19 11:12:53,0
2192,4427200,2283,South Indian,46,Vanilla Ice Cream,1,120,1,2024-02-02 00:00:00,2024-02-05 12:02:56,2024-02-04 13:27:13,0
2193,862272,2284,Multi,54,North Indian Thali,1,600,1,2023-11-14 00:00:00,2023-11-16 06:04:56,2023-11-14 22:49:05,1
2194,10816527,2285,South Indian,25,North Indian Thali,1,600,2,2023-05-30 00:00:00,2023-06-04 12:24:44,2023-06-03 15:44:52,1
2195,15503304,2286,South Indian,28,Palak Paneer,2,250,2,2023-03-13 00:00:00,2023-03-14 19:37:00,2023-03-13 17:40:21,0
2196,5785998,2287,South Indian,40,South Indian Thali,2,500,3,2024-01-18 00:00:00,2024-01-22 10:49:20,2024-01-19 06:23:51,0
2197,10122790,2288,North Indian,34,Chinese Noodles,1,300,1,2023-02-07 00:00:00,2023-02-11 21:35:45,2023-02-09 11:08:15,0
2198,8773883,2289,Multi,57,Filter Coffee,2,80,1,2024-03-14 00:00:00,2024-03-17 00:45:50,2024-03-15 02:50:34,1
2199,5515920,2290,South Indian,23,Breakfast thali,1,500,1,2023-07-28 00:00:00,2023-08-01 19:28:39,2023-07-31 07:25:20,1
2200,12284109,2291,South Indian,54,Vanilla Ice Cream,3,120,3,2023-12-02 00:00:00,2023-12-04 01:29:18,2023-12-02 13:54:19,0
2201,13943927,2292,North Indian,24,Chinese Noodles,2,300,2,2024-08-17 00:00:00,2024-08-18 22:15:16,2024-08-18 14:00:43,0
2202,12624713,2293,South Indian,48,Chocolate Cake,2,200,2,2024-03-27 00:00:00,2024-03-30 06:06:05,2024-03-28 08:14:54,0
2203,3883128,2294,North Indian,30,South Indian Thali,1,500,2,2024-07-19 00:00:00,2024-07-22 14:48:42,2024-07-21 03:03:48,1
2204,15708451,2295,South Indian,26,Chinese Noodles,2,300,1,2024-09-15 00:00:00,2024-09-18 02:26:28,2024-09-15 17:00:59,0
2205,8385869,2296,North Indian,35,Chinese Noodles,1,300,2,2024-04-02 00:00:00,2024-04-05 08:52:31,2024-04-03 07:02:02,0
2206,3919146,2297,South Indian,41,Idli,2,75,1,2024-05-08 00:00:00,2024-05-11 11:41:38,2024-05-08 17:25:04,0
2207,9460501,2298,South Indian,29,Aloo Paratha,1,200,1,2023-08-06 00:00:00,2023-08-09 05:27:42,2023-08-07 09:12:39,0
2208,9048180,2299,North Indian,45,Palak Paneer,2,250,1,2024-06-02 00:00:00,2024-06-03 22:50:39,2024-06-03 21:09:24,0
2209,11131483,2300,North Indian,23,Filter Coffee,3,80,2,2024-08-10 00:00:00,2024-08-12 06:28:25,2024-08-11 10:25:24,0
2210,874841,2301,North Indian,44,Palak Paneer,2,250,2,2024-08-26 00:00:00,2024-08-30 02:09:33,2024-08-27 15:03:25,0
2211,13459679,2302,South Indian,28,North Indian Thali,1,600,2,2024-01-04 00:00:00,2024-01-07 03:16:32,2024-01-04 07:34:09,1
2212,12559077,2303,North Indian,33,Chinese Noodles,2,300,1,2024-01-28 00:00:00,2024-01-31 15:26:14,2024-01-30 00:08:49,0
2213,15505485,2304,North Indian,20,Aloo Paratha,2,200,1,2024-03-09 00:00:00,2024-03-11 18:52:27,2024-03-09 21:29:46,0
2214,9237623,2305,Multi,29,Chinese Noodles,2,300,1,2024-10-08 00:00:00,2024-10-11 21:01:58,2024-10-10 06:43:17,0
2215,867602,2306,Multi,32,Idli,2,75,1,2023-08-06 00:00:00,2023-08-07 18:02:58,2023-08-06 22:29:32,0
2216,5030738,2307,South Indian,48,Masala Dosa,2,150,2,2023-01-01 00:00:00,2023-01-05 14:32:08,2023-01-01 21:25:51,1
2217,1965870,2308,North Indian,23,Roti Curry,3,100,3,2024-10-26 00:00:00,2024-10-29 22:54:16,2024-10-26 17:55:39,0
2218,7765195,2309,South Indian,30,North Indian Thali,1,600,1,2024-02-25 00:00:00,2024-02-27 12:53:44,2024-02-26 03:07:10,1
2219,12123092,2310,South Indian,45,Breakfast thali,3,500,3,2023-05-09 00:00:00,2023-05-12 08:14:36,2023-05-09 14:38:52,1
2220,8321140,2311,South Indian,26,Idli,1,75,1,2024-05-24 00:00:00,2024-05-29 11:17:21,2024-05-27 19:55:03,0
2221,15631337,2312,North Indian,41,Palak Paneer,1,250,1,2023-08-04 00:00:00,2023-08-09 02:28:51,2023-08-06 01:13:05,1
2222,611828,2313,South Indian,24,Palak Paneer,4,250,3,2024-06-10 00:00:00,2024-06-13 23:02:18,2024-06-11 10:50:41,0
2223,8338715,2314,Multi,20,Vanilla Ice Cream,1,120,1,2023-05-01 00:00:00,2023-05-03 16:56:59,2023-05-02 02:41:24,0
2224,12129823,2315,South Indian,23,Aloo Paratha,1,200,1,2023-11-19 00:00:00,2023-11-22 20:06:21,2023-11-21 16:05:07,1
2225,14376999,2316,South Indian,26,Utthappam,1,150,1,2024-03-12 00:00:00,2024-03-13 02:10:31,2024-03-12 05:00:09,0
2226,676056,2317,Multi,20,Breakfast thali,2,500,2,2023-05-23 00:00:00,2023-05-27 17:18:03,2023-05-24 17:58:06,1
2227,12708729,2318,Multi,25,South Indian Thali,1,500,1,2023-11-19 00:00:00,2023-11-22 00:58:14,2023-11-20 03:57:50,1
2228,6881466,2319,Multi,53,Chocolate Cake,2,200,1,2024-07-11 00:00:00,2024-07-12 20:57:04,2024-07-12 05:26:39,0
2229,5970209,2320,North Indian,37,Roti Curry,1,100,1,2023-12-29 00:00:00,2024-01-01 17:26:26,2023-12-30 00:37:55,0
2230,13479819,2321,South Indian,39,Roti Curry,2,100,1,2024-10-08 00:00:00,2024-10-10 16:31:22,2024-10-09 10:52:53,0
2231,12604709,2322,Multi,59,Filter Coffee,1,80,1,2023-11-15 00:00:00,2023-11-17 22:46:51,2023-11-16 18:59:56,0
2232,5735308,2323,North Indian,27,Roti Curry,3,100,3,2023-04-16 00:00:00,2023-04-18 18:47:10,2023-04-16 15:27:57,0
2233,4038781,2324,North Indian,27,Palak Paneer,1,250,1,2023-11-19 00:00:00,2023-11-21 23:09:15,2023-11-20 21:54:53,0
2234,11543893,2325,Multi,51,Vanilla Ice Cream,1,120,1,2024-10-22 00:00:00,2024-10-23 18:54:32,2024-10-22 15:00:37,0
2235,10716600,2326,North Indian,43,Chinese Noodles,2,300,1,2024-08-07 00:00:00,2024-08-09 21:48:47,2024-08-08 07:27:11,0
2236,14808820,2327,North Indian,35,Utthappam,1,150,1,2024-08-25 00:00:00,2024-08-27 10:37:38,2024-08-25 15:00:24,0
2237,12834053,2328,Multi,58,Pasta,1,320,1,2023-09-05 00:00:00,2023-09-09 00:22:08,2023-09-06 23:17:18,0
2238,14114527,2329,North Indian,51,Filter Coffee,1,80,1,2024-11-11 00:00:00,2024-11-13 07:00:25,2024-11-11 10:04:43,0
2239,12744341,2330,North Indian,21,Filter Coffee,2,80,1,2023-10-25 00:00:00,2023-10-27 09:54:11,2023-10-25 17:33:07,0
2240,3510270,2331,Multi,26,Masala Dosa,1,150,1,2024-12-16 00:00:00,2024-12-18 08:23:29,2024-12-16 23:18:40,0
2241,5599207,2332,North Indian,26,Chinese Noodles,1,300,1,2023-03-30 00:00:00,2023-04-03 07:04:36,2023-04-01 00:14:25,0
2242,332577,2333,South Indian,46,Breakfast thali,2,500,1,2023-06-09 00:00:00,2023-06-13 01:28:52,2023-06-12 19:21:33,0
2243,15979497,2334,South Indian,45,Filter Coffee,2,80,1,2023-01-01 00:00:00,2023-01-03 09:53:42,2023-01-01 20:31:49,0
2244,14282318,2335,South Indian,42,Roti Curry,1,100,1,2023-12-04 00:00:00,2023-12-07 13:03:45,2023-12-05 15:13:48,0
2245,14906531,2336,South Indian,31,Filter Coffee,1,80,1,2024-12-03 00:00:00,2024-12-05 19:12:09,2024-12-04 14:34:28,0
2246,5308761,2337,South Indian,28,Pasta,1,320,1,2024-12-09 00:00:00,2024-12-11 00:04:25,2024-12-09 11:45:16,0
2247,6669522,2338,South Indian,40,North Indian Thali,2,600,1,2024-10-07 00:00:00,2024-10-10 11:33:17,2024-10-08 01:41:26,1
2248,3141910,2339,Multi,30,Aloo Paratha,2,200,1,2024-10-10 00:00:00,2024-10-12 07:37:58,2024-10-10 22:15:34,0
2249,4384906,2340,North Indian,26,Breakfast thali,2,500,2,2023-10-29 00:00:00,2023-11-01 06:03:35,2023-10-30 18:17:47,1
2250,8925995,2341,Multi,26,Palak Paneer,1,250,1,2024-09-26 00:00:00,2024-09-28 18:45:25,2024-09-26 07:42:16,0
2251,10392543,2342,North Indian,37,Roti Curry,1,100,1,2024-01-23 00:00:00,2024-01-25 15:18:47,2024-01-24 13:36:39,0
2252,16692216,2343,Multi,51,Palak Paneer,1,250,1,2024-12-03 00:00:00,2024-12-04 16:01:29,2024-12-03 21:11:18,0
2253,3483571,2344,North Indian,23,Filter Coffee,1,80,1,2023-10-18 00:00:00,2023-10-22 17:39:06,2023-10-21 11:40:04,0
2254,3926327,2345,Multi,22,Vanilla Ice Cream,1,120,1,2024-06-11 00:00:00,2024-06-13 00:16:35,2024-06-12 08:08:50,0
2255,16540204,2346,Multi,24,Aloo Paratha,2,200,1,2024-11-04 00:00:00,2024-11-07 04:59:43,2024-11-04 18:25:31,0
2256,10196605,2347,North Indian,28,Masala Dosa,1,150,1,2024-07-06 00:00:00,2024-07-08 10:25:24,2024-07-06 17:56:01,0
2257,16628706,2348,South Indian,19,Roti Curry,1,100,1,2024-06-02 00:00:00,2024-06-05 14:27:29,2024-06-04 12:07:20,0
2258,9353198,2349,South Indian,25,Masala Chai,2,80,2,2024-07-14 00:00:00,2024-07-16 12:00:53,2024-07-15 02:30:09,0
2259,10596010,2350,Multi,56,Idli,1,75,1,2023-05-03 00:00:00,2023-05-05 21:16:33,2023-05-04 22:42:11,0
2260,6189546,2351,North Indian,26,North Indian Thali,2,600,2,2024-02-29 00:00:00,2024-03-02 03:55:07,2024-02-29 20:31:16,1
2261,2943951,2352,Multi,23,Breakfast thali,3,500,3,2024-06-07 00:00:00,2024-06-14 08:34:36,2024-06-12 09:37:49,1
2262,9242240,2353,South Indian,30,Breakfast thali,2,500,2,2024-01-30 00:00:00,2024-01-31 21:16:24,2024-01-31 02:04:43,0
2263,619293,2354,Multi,43,North Indian Thali,1,600,1,2024-11-27 00:00:00,2024-11-30 06:04:52,2024-11-29 03:10:41,0
2264,14396870,2355,South Indian,35,Masala Chai,3,80,3,2023-05-13 00:00:00,2023-05-16 09:53:53,2023-05-14 16:17:46,0
2265,8299908,2356,South Indian,21,Filter Coffee,2,80,2,2023-07-23 00:00:00,2023-07-25 02:37:31,2023-07-23 04:07:15,0
2266,5557050,2357,North Indian,24,Breakfast thali,2,500,1,2023-08-10 00:00:00,2023-08-13 07:11:16,2023-08-10 20:32:37,1
2267,1163968,2358,North Indian,56,North Indian Thali,1,600,1,2024-04-12 00:00:00,2024-04-15 12:39:44,2024-04-13 13:53:35,1
2268,11298374,2359,Multi,31,Masala Chai,1,80,1,2023-12-02 00:00:00,2023-12-06 02:45:02,2023-12-02 23:49:46,0
2269,13334124,2360,South Indian,26,Roti Curry,3,100,2,2023-08-29 00:00:00,2023-09-01 16:04:00,2023-08-30 06:34:48,0
2270,1656314,2361,South Indian,31,Pasta,1,320,1,2023-12-19 00:00:00,2023-12-24 11:57:45,2023-12-24 00:54:00,0
2271,2674411,2362,Multi,23,Filter Coffee,2,80,1,2023-12-25 00:00:00,2023-12-27 03:41:53,2023-12-26 01:28:18,0
2272,7544240,2363,North Indian,25,Filter Coffee,1,80,1,2023-02-14 00:00:00,2023-02-17 03:12:46,2023-02-15 23:16:56,0
2273,7723777,2364,Multi,29,Aloo Paratha,2,200,3,2023-03-31 00:00:00,2023-04-03 16:20:29,2023-04-01 08:04:41,0
2274,627741,2365,Multi,27,Idli,4,75,3,2024-06-30 00:00:00,2024-07-05 13:41:14,2024-07-02 17:50:44,0
2275,12799182,2366,South Indian,52,Chinese Noodles,2,300,2,2024-05-22 00:00:00,2024-05-23 16:17:01,2024-05-22 07:10:23,1
2276,10427295,2367,North Indian,23,Masala Chai,2,80,1,2023-05-10 00:00:00,2023-05-13 17:09:42,2023-05-11 20:08:35,0
2277,15905195,2368,South Indian,28,Filter Coffee,1,80,1,2024-07-17 00:00:00,2024-07-19 01:58:53,2024-07-17 23:23:38,0
2278,7016676,2369,Multi,17,Pasta,1,320,1,2024-09-07 00:00:00,2024-09-08 11:31:25,2024-09-08 08:31:30,0
2279,727420,2370,South Indian,52,Breakfast thali,2,500,1,2023-07-16 00:00:00,2023-07-17 10:13:36,2023-07-16 09:48:09,1
2280,10870610,2371,South Indian,31,Palak Paneer,2,250,2,2023-05-03 00:00:00,2023-05-05 22:10:04,2023-05-04 04:08:33,0
2281,13089932,2372,South Indian,34,Masala Chai,2,80,1,2024-02-01 00:00:00,2024-02-02 23:20:20,2024-02-01 22:39:28,0
2282,10195107,2373,South Indian,37,Filter Coffee,2,80,1,2023-04-23 00:00:00,2023-04-25 15:21:32,2023-04-24 10:25:36,0
2283,3956653,2374,South Indian,55,Breakfast thali,1,500,1,2023-09-16 00:00:00,2023-09-18 12:22:47,2023-09-17 11:23:50,0
2284,11906283,2375,North Indian,24,Chocolate Cake,2,200,2,2023-09-18 00:00:00,2023-09-20 19:52:27,2023-09-19 20:24:29,0
2285,16318336,2376,South Indian,44,Utthappam,2,150,2,2023-09-10 00:00:00,2023-09-17 14:02:35,2023-09-11 00:05:00,0
2286,13915841,2377,Multi,29,North Indian Thali,2,600,2,2024-01-01 00:00:00,2024-01-04 14:44:05,2024-01-04 09:31:34,0
2287,13246629,2378,Multi,30,Pasta,2,320,1,2024-03-29 00:00:00,2024-03-31 15:13:57,2024-03-30 03:51:21,1
2288,9070190,2379,South Indian,25,Masala Dosa,2,150,1,2024-08-04 00:00:00,2024-08-08 04:33:39,2024-08-06 06:01:06,0
2289,6384461,2380,Multi,30,Masala Chai,1,80,1,2023-11-24 00:00:00,2023-11-26 03:49:29,2023-11-25 02:09:51,0
2290,4765939,2381,South Indian,27,Breakfast thali,3,500,3,2024-11-27 00:00:00,2024-11-30 16:34:36,2024-11-27 22:07:26,1
2291,5668559,2382,North Indian,29,Utthappam,3,150,3,2023-04-07 00:00:00,2023-04-10 09:27:25,2023-04-08 19:59:15,0
2292,10121774,2383,North Indian,28,Filter Coffee,2,80,2,2024-10-18 00:00:00,2024-10-20 10:57:31,2024-10-18 12:25:07,0
2293,15770507,2384,North Indian,24,Utthappam,2,150,1,2023-03-02 00:00:00,2023-03-03 08:12:11,2023-03-02 17:48:55,1
2294,13256409,2385,North Indian,33,Breakfast thali,2,500,2,2024-06-21 00:00:00,2024-06-24 01:51:11,2024-06-22 22:44:55,1
2295,8735481,2386,Multi,48,Masala Dosa,2,150,2,2024-02-17 00:00:00,2024-02-19 09:54:14,2024-02-17 22:03:20,0
2296,16224739,2387,North Indian,46,Breakfast thali,1,500,1,2024-10-15 00:00:00,2024-10-17 05:32:23,2024-10-16 08:14:03,0
2297,10487669,2388,Multi,32,Chinese Noodles,2,300,2,2024-03-16 00:00:00,2024-03-18 07:54:07,2024-03-16 09:44:41,0
2298,5249563,2389,Multi,22,Utthappam,2,150,2,2024-10-12 00:00:00,2024-10-15 17:12:11,2024-10-13 04:55:23,0
2299,7778387,2390,South Indian,32,Masala Dosa,1,150,1,2023-08-28 00:00:00,2023-08-29 06:24:59,2023-08-28 13:11:03,0
2300,14728480,2391,North Indian,22,Filter Coffee,1,80,1,2023-11-18 00:00:00,2023-11-20 03:04:34,2023-11-18 18:41:38,0
2301,3654249,2392,South Indian,48,Breakfast thali,3,500,3,2024-09-24 00:00:00,2024-09-26 06:44:43,2024-09-24 07:57:35,1
2302,14992241,2393,North Indian,32,North Indian Thali,2,600,1,2023-06-18 00:00:00,2023-06-19 23:48:19,2023-06-18 20:11:11,1
2303,16578762,2394,North Indian,22,Masala Dosa,1,150,1,2023-11-29 00:00:00,2023-12-02 19:36:06,2023-12-01 13:40:53,0
2304,3240787,2395,Multi,27,Breakfast thali,3,500,3,2024-11-14 00:00:00,2024-11-16 19:14:39,2024-11-14 18:33:36,0
2305,1154465,2396,North Indian,23,Breakfast thali,2,500,2,2024-03-21 00:00:00,2024-03-22 05:09:05,2024-03-21 11:49:04,1
2306,466739,2397,North Indian,37,Chinese Noodles,1,300,1,2024-10-13 00:00:00,2024-10-14 22:53:08,2024-10-14 05:41:30,0
2307,7397522,2398,Multi,51,Chinese Noodles,2,300,2,2024-04-04 00:00:00,2024-04-05 15:10:00,2024-04-04 13:09:37,0
2308,7302215,2399,North Indian,33,Palak Paneer,1,250,1,2024-07-19 00:00:00,2024-07-20 14:02:16,2024-07-19 13:58:55,0
2309,9457240,2400,Multi,50,Breakfast thali,2,500,2,2023-07-17 00:00:00,2023-07-20 17:04:18,2023-07-19 05:20:49,1
2310,11244563,2401,Multi,52,Utthappam,1,150,1,2024-05-30 00:00:00,2024-05-31 22:48:19,2024-05-30 19:40:05,0
2311,1272669,2402,North Indian,40,Breakfast thali,2,500,1,2024-03-05 00:00:00,2024-03-07 01:44:22,2024-03-05 18:53:21,1
2312,3471261,2403,South Indian,21,North Indian Thali,2,600,2,2024-12-11 00:00:00,2024-12-13 03:11:20,2024-12-11 11:45:52,0
2313,12103809,2404,South Indian,26,Utthappam,2,150,2,2023-12-05 00:00:00,2023-12-08 10:52:05,2023-12-05 21:38:39,0
2314,4616931,2405,South Indian,34,Masala Dosa,2,150,1,2023-03-23 00:00:00,2023-03-24 05:07:06,2023-03-23 04:36:22,0
2315,8602432,2406,South Indian,52,Idli,3,75,3,2023-01-13 00:00:00,2023-01-18 10:10:11,2023-01-16 13:55:48,0
2316,12314434,2407,South Indian,26,Chocolate Cake,1,200,1,2023-10-19 00:00:00,2023-10-21 07:28:15,2023-10-19 15:12:18,0
2317,10242551,2408,North Indian,45,Aloo Paratha,2,200,2,2023-09-29 00:00:00,2023-10-09 13:07:32,2023-10-04 16:43:26,0
2318,2568375,2409,South Indian,23,Filter Coffee,3,80,3,2024-07-25 00:00:00,2024-07-28 23:52:38,2024-07-25 16:49:06,0
2319,8169065,2410,Multi,19,Pasta,3,320,3,2023-09-17 00:00:00,2023-09-19 21:03:15,2023-09-18 05:16:52,0
2320,7258776,2411,South Indian,28,Chocolate Cake,1,200,1,2024-03-18 00:00:00,2024-03-20 13:13:39,2024-03-19 12:05:08,0
2321,8534712,2412,South Indian,39,Chinese Noodles,1,250,2,2024-01-15 00:00:00,2024-01-16 18:46:37,2024-01-15 16:37:07,0
2322,10925367,2413,Multi,24,Pasta,2,320,2,2024-09-16 00:00:00,2024-09-18 10:35:57,2024-09-16 16:27:21,1
2323,12661706,2414,Multi,53,Idli,1,75,1,2023-03-14 00:00:00,2023-03-17 16:45:45,2023-03-15 10:09:36,0
2324,1279763,2415,South Indian,59,Breakfast thali,2,500,1,2024-05-13 00:00:00,2024-05-16 04:20:44,2024-05-13 04:03:41,1
2325,12117000,2416,North Indian,39,Idli,1,75,1,2023-01-07 00:00:00,2023-01-09 05:54:34,2023-01-08 03:21:23,0
2326,6830498,2417,South Indian,26,Vanilla Ice Cream,1,120,1,2024-12-05 00:00:00,2024-12-05 23:56:28,2024-12-05 22:08:35,0
2327,10222163,2418,North Indian,24,Idli,1,75,1,2023-01-28 00:00:00,2023-01-29 10:47:24,2023-01-28 20:45:02,0
2328,14315061,2419,South Indian,33,Breakfast thali,2,500,2,2023-01-28 00:00:00,2023-01-29 17:08:57,2023-01-28 05:07:39,1
2329,5856334,2420,South Indian,24,Filter Coffee,3,80,1,2023-01-01 00:00:00,2023-01-04 19:13:52,2023-01-02 13:21:43,0
2330,9837452,2421,South Indian,24,Utthappam,2,150,2,2023-11-14 00:00:00,2023-11-16 15:10:29,2023-11-14 15:28:20,0
2331,5101748,2422,South Indian,25,Filter Coffee,1,80,1,2024-03-02 00:00:00,2024-03-04 22:35:14,2024-03-02 16:46:11,0
2332,12957642,2423,North Indian,49,Idli,1,75,2,2023-11-16 00:00:00,2023-11-22 19:37:55,2023-11-19 12:20:38,0
2333,3142598,2424,Multi,26,South Indian Thali,1,500,1,2024-02-21 00:00:00,2024-02-23 22:57:18,2024-02-23 14:10:16,0
2334,12932141,2425,North Indian,27,Chocolate Cake,2,200,1,2024-09-22 00:00:00,2024-09-24 10:05:32,2024-09-23 16:43:50,0
2335,13114899,2426,South Indian,31,Palak Paneer,1,250,1,2024-10-31 00:00:00,2024-11-01 10:55:42,2024-10-31 15:48:58,0
2336,3149214,2427,Multi,18,Utthappam,3,150,3,2023-09-12 00:00:00,2023-09-14 21:05:26,2023-09-13 16:05:53,0
2337,5889099,2428,North Indian,27,Palak Paneer,1,250,1,2024-03-09 00:00:00,2024-03-12 21:00:38,2024-03-12 01:29:33,0
2338,6814551,2429,Multi,16,Filter Coffee,1,80,1,2024-09-29 00:00:00,2024-10-02 13:41:53,2024-10-01 10:57:04,0
2339,4793326,2430,South Indian,30,Idli,1,75,1,2023-03-20 00:00:00,2023-03-21 10:44:07,2023-03-20 07:26:00,0
2340,15230160,2431,North Indian,34,Aloo Paratha,2,200,2,2024-02-18 00:00:00,2024-02-23 07:26:52,2024-02-20 15:46:07,0
2341,2423377,2432,Multi,26,Palak Paneer,1,250,1,2023-12-26 00:00:00,2023-12-28 18:00:26,2023-12-27 20:00:03,0
2342,7597552,2433,Multi,56,Pasta,3,320,3,2024-09-05 00:00:00,2024-09-11 07:16:45,2024-09-09 10:03:33,0
2343,4842565,2434,South Indian,25,Masala Chai,2,80,1,2023-01-16 00:00:00,2023-01-17 15:56:28,2023-01-16 14:11:20,0
2344,8385744,2435,Multi,45,Chinese Noodles,2,300,1,2023-06-25 00:00:00,2023-06-28 06:41:35,2023-06-26 20:56:55,0
2345,4473421,2436,South Indian,29,Idli,1,75,1,2024-02-21 00:00:00,2024-02-23 18:37:17,2024-02-21 15:00:12,0
2346,5986583,2437,South Indian,46,Pasta,1,320,1,2023-12-27 00:00:00,2023-12-30 11:36:15,2023-12-29 11:48:37,0
2347,13131725,2438,South Indian,24,Vanilla Ice Cream,2,120,3,2024-11-29 00:00:00,2024-12-03 03:12:05,2024-12-02 03:50:35,0
2348,4065888,2439,South Indian,43,Idli,1,75,1,2023-08-30 00:00:00,2023-09-03 00:34:04,2023-08-31 02:18:04,0
2349,13303007,2440,Multi,38,South Indian Thali,1,500,1,2024-11-09 00:00:00,2024-11-10 18:20:32,2024-11-10 05:17:47,0
2350,13752853,2441,Multi,31,Masala Dosa,1,150,1,2024-11-30 00:00:00,2024-12-01 12:52:42,2024-11-30 13:36:27,0
2351,133724,2442,Multi,29,Filter Coffee,1,80,1,2023-03-15 00:00:00,2023-03-19 03:06:22,2023-03-15 17:12:01,0
2352,7443060,2443,North Indian,27,South Indian Thali,2,500,1,2023-12-01 00:00:00,2023-12-04 09:02:03,2023-12-02 01:17:04,1
2353,1366709,2444,South Indian,25,North Indian Thali,2,600,1,2023-10-11 00:00:00,2023-10-13 22:34:00,2023-10-12 17:10:30,1
2354,8518064,2445,North Indian,23,Masala Dosa,3,150,3,2024-01-18 00:00:00,2024-01-21 10:26:51,2024-01-20 17:15:14,0
2355,14115023,2446,Multi,21,Utthappam,1,150,1,2023-09-20 00:00:00,2023-09-28 10:52:47,2023-09-25 00:32:40,0
2356,2138082,2447,South Indian,41,South Indian Thali,1,500,1,2024-09-22 00:00:00,2024-09-23 01:36:44,2024-09-22 08:58:04,1
2357,9219355,2448,North Indian,34,Chocolate Cake,2,200,2,2024-10-01 00:00:00,2024-10-02 18:21:57,2024-10-01 07:01:38,0
2358,2915912,2449,North Indian,26,Palak Paneer,2,250,2,2023-09-15 00:00:00,2023-09-16 14:37:55,2023-09-15 08:25:26,0
2359,1655228,2450,North Indian,41,Palak Paneer,3,250,3,2024-02-16 00:00:00,2024-02-19 20:09:51,2024-02-18 11:02:32,0
2360,1404792,2451,Multi,56,North Indian Thali,2,600,1,2023-04-11 00:00:00,2023-04-12 22:06:09,2023-04-11 12:11:57,1
2361,12152102,2452,Multi,27,Vanilla Ice Cream,2,120,1,2024-04-28 00:00:00,2024-04-30 12:47:31,2024-04-29 22:44:06,0
2362,14906543,2453,South Indian,29,Idli,2,75,1,2024-10-29 00:00:00,2024-10-31 14:01:31,2024-10-31 05:29:27,0
2363,6454916,2454,Multi,19,Idli,2,75,1,2023-02-28 00:00:00,2023-03-01 19:32:02,2023-03-01 07:11:01,0
2364,9112348,2455,Multi,18,Utthappam,1,150,1,2023-10-26 00:00:00,2023-10-29 08:47:52,2023-10-27 17:47:47,0
2365,7752648,2456,North Indian,27,Masala Dosa,1,150,1,2023-12-24 00:00:00,2023-12-26 14:49:58,2023-12-24 12:31:53,0
2366,7100801,2457,South Indian,50,Idli,1,75,2,2024-11-04 00:00:00,2024-11-05 13:19:30,2024-11-04 04:02:56,0
2367,2908332,2458,North Indian,33,Chocolate Cake,2,200,2,2024-09-13 00:00:00,2024-09-14 14:00:13,2024-09-13 09:54:26,0
2368,5514261,2459,Multi,50,Masala Dosa,1,150,1,2024-01-13 00:00:00,2024-01-18 16:59:59,2024-01-14 14:16:16,0
2369,14811554,2460,Multi,23,Chocolate Cake,2,200,1,2023-01-21 00:00:00,2023-01-22 01:40:17,2023-01-21 14:09:14,1
2370,9079424,2461,Multi,31,Roti Curry,1,100,1,2023-05-17 00:00:00,2023-05-19 04:23:05,2023-05-17 12:16:05,0
2371,4782325,2462,North Indian,21,North Indian Thali,2,600,2,2024-02-12 00:00:00,2024-02-14 16:34:07,2024-02-13 04:38:08,1
2372,14235734,2463,Multi,33,Roti Curry,1,100,1,2023-05-15 00:00:00,2023-05-17 13:38:14,2023-05-16 16:19:55,0
2373,2588673,2464,South Indian,28,Idli,2,75,2,2023-08-31 00:00:00,2023-09-03 05:07:56,2023-09-01 20:25:00,0
